,ProbablyMeantGSTerm,SemanticType,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,adjustedQueryTerm,preferredTerm,ui
406,vocational rehabilitation,Therapeutic or Preventive Procedure,406,406,406,406,406,406,406,vocational rehabilition,Vocational rehabilitation,C0034996
423,breast cancer screening,Therapeutic or Preventive Procedure,423,423,423,423,423,423,423,breast cancer screening 2013,Screening for malignant neoplasm of breast,C0281182
434,water,Therapeutic or Preventive Procedure,434,434,434,434,434,434,434,watwer,Hydrotherapy,C0020311
447,nutrition enteral,Therapeutic or Preventive Procedure,447,447,447,447,447,447,447,nutrition entérale,Enteral Nutrition,C0014327
451,occupational therapy,Therapeutic or Preventive Procedure,451,451,451,451,451,451,451,occupationnal therapy,Occupational therapy regime,C1318464
581,wound care,Therapeutic or Preventive Procedure,581,581,581,581,581,581,581,woundcare,wound care,C0886052
587,hemodialysis,Therapeutic or Preventive Procedure,587,587,587,587,587,587,587,hemodialisis,Hemodialysis,C0019004
599,mastotomy,Therapeutic or Preventive Procedure,599,599,599,599,599,599,599,masstoctomy,Breast incision,C0191840
632,arthroplasty,Therapeutic or Preventive Procedure,632,632,632,632,632,632,632,arthoplasty,Arthroplasty,C0003893
646,palliative care,Therapeutic or Preventive Procedure,646,646,646,646,646,646,646,palliative cere,Palliative Care,C0030231
695,resuscitation,Therapeutic or Preventive Procedure,695,695,695,695,695,695,695,résuscitation,Resuscitation procedure,C0035273
715,pulpotomy,Therapeutic or Preventive Procedure,715,715,715,715,715,715,715,puplpotomy,Pulpotomy,C0034104
720,carotid endarterectomy,Therapeutic or Preventive Procedure,720,720,720,720,720,720,720,carotid endartrectomy,Carotid Endarterectomy,C0014099
723,chemoprophylaxis,Therapeutic or Preventive Procedure,723,723,723,723,723,723,723,chimioprophylaxis,Chemoprevention,C0282515
768,radical prostatectomy,Therapeutic or Preventive Procedure,768,768,768,768,768,768,768,radical prostatectomi,Radical prostatectomy,C0194810
771,first aid,Therapeutic or Preventive Procedure,771,771,771,771,771,771,771,firstaid,First Aid,C0016143
779,ostomy,Therapeutic or Preventive Procedure,779,779,779,779,779,779,779,stomy,Ostomy,C0029473
792,molecular targeted therapy,Therapeutic or Preventive Procedure,792,792,792,792,792,792,792,moleculartargetedtherapy,Molecular Targeted Therapy,C2699893
817,uvulopalatopharyngoplasty,Therapeutic or Preventive Procedure,817,817,817,817,817,817,817,uvulopalatopharyngealplasty,Palatopharyngoplasty,C1535578
822,plasty,Therapeutic or Preventive Procedure,822,822,822,822,822,822,822,eplasty,plasty,C0278261
838,immunotherapy,Therapeutic or Preventive Procedure,838,838,838,838,838,838,838,imunotherapy,Immunotherapy,C0021083
878,prevention pressure ulcer,Therapeutic or Preventive Procedure,878,878,878,878,878,878,878,preventing pressure ulcers,Pressure Ulcer Prevention,C0150315
879,disinfection,Therapeutic or Preventive Procedure,879,879,879,879,879,879,879,desinfection,Disinfection,C0012683
880,prevention pressure ulcer,Therapeutic or Preventive Procedure,880,880,880,880,880,880,880,preventing presure ulcers,Pressure Ulcer Prevention,C0150315
892,treatment infertility,Therapeutic or Preventive Procedure,892,892,892,892,892,892,892,treatment infertiley,Infertility therapy,C0200070
924,non invasive ventilation,Therapeutic or Preventive Procedure,924,924,924,924,924,924,924,non invasive ventitalation,Noninvasive Ventilation,C1997883
929,osteosynthesis,Therapeutic or Preventive Procedure,929,929,929,929,929,929,929,osteosyntesis,"Fracture Fixation, Internal",C0016642
934,non invasive ventilation,Therapeutic or Preventive Procedure,934,934,934,934,934,934,934,noninvasive ventilacion,Noninvasive Ventilation,C1997883
935,pediatric care,Therapeutic or Preventive Procedure,935,935,935,935,935,935,935,pediatric cases,Pediatric care,C3839839
1001,parenteral,Therapeutic or Preventive Procedure,1001,1001,1001,1001,1001,1001,1001,parenterally,Parenteral Nutrition,C0030547
1010,homeopathy,Therapeutic or Preventive Procedure,1010,1010,1010,1010,1010,1010,1010,omeopathy,Homeopathy,C0684199
1014,palliative care,Therapeutic or Preventive Procedure,1014,1014,1014,1014,1014,1014,1014,palliativ care,Palliative Care,C0030231
1018,pain management,Therapeutic or Preventive Procedure,1018,1018,1018,1018,1018,1018,1018,pain mangement,Pain management,C0002766
1019,pain management,Therapeutic or Preventive Procedure,1019,1019,1019,1019,1019,1019,1019,pain managemnet,Pain management,C0002766
1020,pain management,Therapeutic or Preventive Procedure,1020,1020,1020,1020,1020,1020,1020,pain managment,Pain management,C0002766
1031,pancreas transplantation,Therapeutic or Preventive Procedure,1031,1031,1031,1031,1031,1031,1031,pancreas transplantation age,Pancreas Transplantation,C0030275
1062,nursing care,Therapeutic or Preventive Procedure,1062,1062,1062,1062,1062,1062,1062,nursingcare,nursing therapy,C0028678
1070,oxygen therapy,Therapeutic or Preventive Procedure,1070,1070,1070,1070,1070,1070,1070,oxygen therapu,Oxygen Therapy Care,C0184633
1099,local anaesthetic,Therapeutic or Preventive Procedure,1099,1099,1099,1099,1099,1099,1099,local anesthetic,Local anesthesia,C0002921
1102,liver transplantation,Therapeutic or Preventive Procedure,1102,1102,1102,1102,1102,1102,1102,liver transplantasyon,Transplantation of liver,C0023911
1106,logotherapy,Therapeutic or Preventive Procedure,1106,1106,1106,1106,1106,1106,1106,logo therapy,Logotherapy,C0204524
1108,low carbohydrate diet,Therapeutic or Preventive Procedure,1108,1108,1108,1108,1108,1108,1108,low carbohydrates diet,"Diet, Carbohydrate-Restricted",C0259836
1124,magnetotherapy,Therapeutic or Preventive Procedure,1124,1124,1124,1124,1124,1124,1124,magnetoterapy,Magnetotherapy,C3826041
1126,magnet therapy,Therapeutic or Preventive Procedure,1126,1126,1126,1126,1126,1126,1126,magneto terapy,Magnet therapy each 15 minutes,C0695947
1136,mandibulectomy,Therapeutic or Preventive Procedure,1136,1136,1136,1136,1136,1136,1136,mandibulectomia,Excision of mandible,C0185566
1137,manual therapy,Therapeutic or Preventive Procedure,1137,1137,1137,1137,1137,1137,1137,manula therapy,Manual Therapies,C0454525
1158,kyphoplasty,Therapeutic or Preventive Procedure,1158,1158,1158,1158,1158,1158,1158,kphoplasy,Kyphoplasty,C1455863
1163,knee replacement,Therapeutic or Preventive Procedure,1163,1163,1163,1163,1163,1163,1163,knee replacements,Knee Replacement Arthroplasty (procedure),C0086511
1164,knee replacement,Therapeutic or Preventive Procedure,1164,1164,1164,1164,1164,1164,1164,knee replacment,Knee Replacement Arthroplasty (procedure),C0086511
1172,light therapy,Therapeutic or Preventive Procedure,1172,1172,1172,1172,1172,1172,1172,lighting therapy,Phototherapy,C0031765
1173,light therapy,Therapeutic or Preventive Procedure,1173,1173,1173,1173,1173,1173,1173,lighttherapy,Phototherapy,C0031765
1216,myomectomy,Therapeutic or Preventive Procedure,1216,1216,1216,1216,1216,1216,1216,myoectomy,Uterine Myomectomy,C0195309
1225,music therapy,Therapeutic or Preventive Procedure,1225,1225,1225,1225,1225,1225,1225,musical therapy,Music Therapy,C0026868
1226,music therapy,Therapeutic or Preventive Procedure,1226,1226,1226,1226,1226,1226,1226,musicotherapy,Music Therapy,C0026868
1227,music therapy,Therapeutic or Preventive Procedure,1227,1227,1227,1227,1227,1227,1227,music thearpy,Music Therapy,C0026868
1252,modified radical mastoidectomy,Therapeutic or Preventive Procedure,1252,1252,1252,1252,1252,1252,1252,modified redical mastoidectomy,Modified Radical Mastoidectomy,C0198160
1265,neural therapy,Therapeutic or Preventive Procedure,1265,1265,1265,1265,1265,1265,1265,neural terhapy,Scar infiltration,C0394673
1318,mesotherapy,Therapeutic or Preventive Procedure,1318,1318,1318,1318,1318,1318,1318,mesoterapy,Mesotherapy,C2242515
1364,metroplasty,Therapeutic or Preventive Procedure,1364,1364,1364,1364,1364,1364,1364,metroflasty,Repair of uterus (procedure),C0195379
1436,thalassotherapy,Therapeutic or Preventive Procedure,1436,1436,1436,1436,1436,1436,1436,talasotherapy,Thalassotherapy,C0039733
1445,tracheostomy,Therapeutic or Preventive Procedure,1445,1445,1445,1445,1445,1445,1445,tracheostoma,Tracheostomy procedure,C0040590
1447,total joint replacement,Therapeutic or Preventive Procedure,1447,1447,1447,1447,1447,1447,1447,total joint replacment,Total Joint Replacement,C4279925
1448,total knee replacement,Therapeutic or Preventive Procedure,1448,1448,1448,1448,1448,1448,1448,total kne replacement,Knee Replacement Arthroplasty (procedure),C0086511
1450,total joint replacement,Therapeutic or Preventive Procedure,1450,1450,1450,1450,1450,1450,1450,toutal joint replacement,Total Joint Replacement,C4279925
1525,supplementation vitamin d,Therapeutic or Preventive Procedure,1525,1525,1525,1525,1525,1525,1525,suplementation of vitamin d,Vitamin D supplementation,C4524013
1541,stroke rehabilitation,Therapeutic or Preventive Procedure,1541,1541,1541,1541,1541,1541,1541,strok rehabilitation,Stroke Rehabilitation,C0204097
1542,stroke and therapy,Therapeutic or Preventive Procedure,1542,1542,1542,1542,1542,1542,1542,stroke and therpay,stroke therapy,C0872085
1562,vitro fertilization,Therapeutic or Preventive Procedure,1562,1562,1562,1562,1562,1562,1562,vitro feritiliazation,Fertilization in Vitro,C0015915
1566,voluntary sterilization,Therapeutic or Preventive Procedure,1566,1566,1566,1566,1566,1566,1566,voluntary steriliation,Voluntary Sterilization,C0042959
1578,plasty,Therapeutic or Preventive Procedure,1578,1578,1578,1578,1578,1578,1578,zplasty,plasty,C0278261
1620,transplants,Therapeutic or Preventive Procedure,1620,1620,1620,1620,1620,1620,1620,trasplants,Transplantation,C0040732
1624,transplant,Therapeutic or Preventive Procedure,1624,1624,1624,1624,1624,1624,1624,trasplante,Transplantation,C0040732
1631,transplant,Therapeutic or Preventive Procedure,1631,1631,1631,1631,1631,1631,1631,trasplant,Transplantation,C0040732
1656,vertebroplasty,Therapeutic or Preventive Procedure,1656,1656,1656,1656,1656,1656,1656,vertebroplasy,Vertebroplasty,C1303192
1659,vascular surgery,Therapeutic or Preventive Procedure,1659,1659,1659,1659,1659,1659,1659,vasculaar surgery,Vascular Surgical Procedures,C0042381
1677,total knee replacement,Therapeutic or Preventive Procedure,1677,1677,1677,1677,1677,1677,1677,us total knee replacement,Knee Replacement Arthroplasty (procedure),C0086511
1678,prevention,Therapeutic or Preventive Procedure,1678,1678,1678,1678,1678,1678,1678,prävention,Prophylactic treatment,C0199176
1707,prevention pressure ulcer,Therapeutic or Preventive Procedure,1707,1707,1707,1707,1707,1707,1707,prevent pressure ulcers,Pressure Ulcer Prevention,C0150315
1726,radiation protection,Therapeutic or Preventive Procedure,1726,1726,1726,1726,1726,1726,1726,radiatio protection,Radiation Protection,C0034533
1732,radiofrequency ablation,Therapeutic or Preventive Procedure,1732,1732,1732,1732,1732,1732,1732,radio frequency ablation,Radiofrequency ablation,C0850292
1756,hand therapy,Therapeutic or Preventive Procedure,1756,1756,1756,1756,1756,1756,20,sand therapy,Hand therapy,C0729315
1764,pharmacotherapy,Therapeutic or Preventive Procedure,1764,1764,1764,1764,1764,1764,28,pharmaotherphy,Pharmacotherapy,C0013216
1783,tracheostomy,Therapeutic or Preventive Procedure,1783,1783,1783,1783,1783,1783,47,tracheotomy,Tracheostomy procedure,C0040590
1784,animal assisted therapy,Therapeutic or Preventive Procedure,1784,1784,1784,1784,1784,1784,48,animal-assisted therapy,Animal Assisted Therapy,C0150133
1814,diet dash,Therapeutic or Preventive Procedure,1814,1814,1814,1814,1814,1814,78,dieta dash,Dietary Approaches To Stop Hypertension,C4053458
1832,mechanical ventilation,Therapeutic or Preventive Procedure,1832,1832,1832,1832,1832,1832,96,mecanic ventilation,Mechanical ventilation,C0199470
1839,endotracheal intubation,Therapeutic or Preventive Procedure,1839,1839,1839,1839,1839,1839,103,tracheal intubation,"Intubation, Intratracheal",C0021932
1850,cystectomy,Therapeutic or Preventive Procedure,1850,1850,1850,1850,1850,1850,114,cistectomy,Cystectomy,C0010651
1868,shock wave therapy,Therapeutic or Preventive Procedure,1868,1868,1868,1868,1868,3,,susan potter,Extracorporeal Shockwave Therapy,C1737238
1870,antibiotic prophylaxis,Therapeutic or Preventive Procedure,1870,1870,1870,1870,1870,5,,ilke sipahi,Antibiotic Prophylaxis,C0282638
1882,high-fat diet,Therapeutic or Preventive Procedure,1882,1882,1882,1882,1882,17,,endnote,"Diet, High-Fat",C0521974
1892,shock wave therapy,Therapeutic or Preventive Procedure,1892,1892,1892,1892,1892,27,,internet addiction,Extracorporeal Shockwave Therapy,C1737238
1917,emergency contraception,Therapeutic or Preventive Procedure,1917,1917,1917,1917,1917,52,,medical terms,Emergency Contraception,C0558252
1928,heart transplant,Therapeutic or Preventive Procedure,1928,1928,1928,1928,1928,63,,spitzer,Heart Transplantation,C0018823
1933,sterilization,Therapeutic or Preventive Procedure,1933,1933,1933,1933,1933,68,,megan fox,Sterilization for infection control,C0038280
1946,osteopathic treatment,Therapeutic or Preventive Procedure,1946,1946,1946,1946,1946,81,,european heart journal,Osteopathic procedures,C0419203
1975,psoriasis treatment,Therapeutic or Preventive Procedure,1975,1975,1975,1975,1975,110,,joseph paul,psoriasis treatment,C3258078
1981,mesotherapy,Therapeutic or Preventive Procedure,1981,1981,1981,1981,1981,116,,marshall court,Mesotherapy,C2242515
1982,vaccination,Therapeutic or Preventive Procedure,1982,1982,1982,1982,1982,117,,etiology huntington disease,Vaccination,C0042196
1990,high-fat diet,Therapeutic or Preventive Procedure,1990,1990,1990,1990,5,,,virginia henderson,"Diet, High-Fat",C0521974
2012,heart transplant,Therapeutic or Preventive Procedure,2012,2012,2012,2012,27,,,fragrance mix 1,Heart Transplantation,C0018823
2023,emergency contraception,Therapeutic or Preventive Procedure,2023,2023,2023,2023,38,,,elsevier,Emergency Contraception,C0558252
2029,mesotherapy,Therapeutic or Preventive Procedure,2029,2029,2029,2029,44,,,gut microbes,Mesotherapy,C2242515
2043,osteopathic treatment,Therapeutic or Preventive Procedure,2043,2043,2043,2043,58,,,article types,Osteopathic procedures,C0419203
2054,vaccination,Therapeutic or Preventive Procedure,2054,2054,2054,2054,69,,,cinahl,Vaccination,C0042196
2064,shock wave therapy,Therapeutic or Preventive Procedure,2064,2064,2064,2064,79,,,snomed iii,Extracorporeal Shockwave Therapy,C1737238
2069,psoriasis treatment,Therapeutic or Preventive Procedure,2069,2069,2069,2069,84,,,esclerose multipla,psoriasis treatment,C3258078
2072,sterilization,Therapeutic or Preventive Procedure,2072,2072,2072,2072,87,,,journal list,Sterilization for infection control,C0038280
2121,cholecystectomy,Therapeutic or Preventive Procedure,2121,2121,2121,24,,,,medline plus guide,Cholecystectomy procedure,C0008320
2134,bone grafts,Therapeutic or Preventive Procedure,2134,2134,2134,37,,,,william parry murphy,Bone Transplantation,C0005976
2146,weight control,Therapeutic or Preventive Procedure,2146,2146,2146,49,,,,podiatry and hospital,Weight maintenance regimen,C0920298
2162,cholecystectomy,Therapeutic or Preventive Procedure,2162,2162,2162,65,,,,kirk bloodsworth,Cholecystectomy procedure,C0008320
2169,music therapy,Therapeutic or Preventive Procedure,2169,2169,2169,72,,,,clinical queries,Music Therapy,C0026868
2179,anesthesia,Therapeutic or Preventive Procedure,2179,2179,2179,82,,,,2018 annual report,Anesthesia procedures,C0002903
2185,hip replacement,Therapeutic or Preventive Procedure,2185,2185,2185,88,,,,prism iv,Hip Replacement Arthroplasty (procedure),C0392806
2228,pressure ulcer prevention,Therapeutic or Preventive Procedure,2228,2228,2228,131,,,,astma,Pressure Ulcer Prevention,C0150315
2307,intervention,Therapeutic or Preventive Procedure,2307,2307,28,,,,,browser list,Interventional procedure,C0184661
2344,crowns,Therapeutic or Preventive Procedure,2344,2344,65,,,,,fluoroquinolone,Application of crown,C0003626
2346,anesthesia,Therapeutic or Preventive Procedure,2346,2346,67,,,,,peppermint essential oil,Anesthesia procedures,C0002903
2351,cryotherapy,Therapeutic or Preventive Procedure,2351,2351,72,,,,,stevens johnson,Cryosurgery,C0010408
2418,bone grafts,Therapeutic or Preventive Procedure,2418,2418,139,,,,,cancer de colon,Bone Transplantation,C0005976
2426,prevention,Therapeutic or Preventive Procedure,2426,2426,147,,,,,tlrs,Prophylactic treatment,C0199176
2454,birth control,Therapeutic or Preventive Procedure,2454,17,,,,,,cajal,Contraceptive methods,C0700589
2458,immunization,Therapeutic or Preventive Procedure,2458,21,,,,,,wilson z,Immunization,C0020971
2470,vitamin d supplement,Therapeutic or Preventive Procedure,2470,33,,,,,,illiad,Vitamin D supplement therapy,C0420176
2539,cesarean,Therapeutic or Preventive Procedure,2539,102,,,,,,hepatitischronic,Cesarean,C3841297
